;Ja;En;Kunyomi;Onyomi;Frequency Rank;Cumulative Freq. Pct.;Frequency Pct.;JLPT Level;WK Level;Item Type;Tags
1661;岐;branch off,fork in road,scene,arena,theater;;き;1627;99.91752065;0.00056493;;-1;K;p4
1662;巧;adroit,skilled,ingenuity;たくみ;こう;1627;99.91808558;0.00056493;N3;43;K;p4
1663;幻;phantasm,vision,dream,illusion,apparition;まぼろし;げん;1627;99.9186505;0.00056493;;-1;K;p4
1664;府;borough,urban prefecture,govt office,representative body,storehouse;;ふ;1627;99.91921543;0.00056493;;-1;K;p4
1665;弧;arc,arch,bow;;こ;1627;99.91978036;0.00056493;;-1;K;p4
1666;忌;mourning,abhor,detestable,death anniversary;いむ;き;1627;99.92034528;0.00056493;;-1;K;p4
1667;恰;just as,as though,fortunately;あたかも;こう;1627;99.92091021;0.00056493;N5;9;K;p4
1668;憑;depend,rely,evidence,proof,according to,possess,haunt;つく;ひょう;1627;99.92147514;0.00056493;N5;36;K;p4
1669;憲;constitution,law;;けん;1627;99.92204006;0.00056493;N3;28;K;p4
1670;戒;commandment;いましめる;かい;1627;99.92260499;0.00056493;;-1;K;p4
1671;扮;impersonate,dress up,disguise,thin shingles;ふんする;ふん;1627;99.92316992;0.00056493;;-1;K;p4
1672;拉;Latin,kidnap,crush;らっする;らつ;1627;99.92373485;0.00056493;;-1;K;p4
1673;拡;broaden,extend,expand,enlarge;ひろがる;かく;1627;99.92429977;0.00056493;N3;33;K;p4
1674;拭;wipe,mop,swab;ぬぐう;しょく;1627;99.9248647;0.00056493;;-1;K;p4
1675;挺;counter for guns,bravely volunteer;ぬく;ちょう;1627;99.92542963;0.00056493;;-1;K;p4
1676;捉;catch,capture;とらえる;そく;1627;99.92599455;0.00056493;N3;25;K;p4
1677;捧;lift up,give,offer,consecrate,sacrifice,dedicate;ささげる;ほう;1627;99.92655948;0.00056493;;-1;K;p4
1678;据;set,lay a foundation,install,equip,squat down,sit down;すえる;きょ;1627;99.92712441;0.00056493;N5;18;K;p4
1679;掘;dig,delve,excavate;ほる;くつ;1627;99.92768934;0.00056493;N2;42;K;p4
1680;搾;squeeze;しぼる;さく;1627;99.92825426;0.00056493;N2;25;K;p4
1681;摂;vicarious,surrogate,act in addition to,take in,absorb;おさめる;せつ;1627;99.92881919;0.00056493;;-1;K;p4
1682;摩;chafe,rub,polish,grind,scrape;まする;ま;1627;99.92938412;0.00056493;N2;43;K;p4
1683;摺;rub,fold,print (on cloth);する;しょう;1627;99.92994904;0.00056493;;-1;K;p4
1684;敢;daring,brave,bold,sad,tragic,pitiful;あえて;かん;1627;99.93051397;0.00056493;N1;57;K;p4
1685;斎;purification,Buddhist food,room,worship,avoid,alike;とき;さい;1627;99.9310789;0.00056493;N3;24;K;p4
1686;斜;diagonal,slanting,oblique;ななめ;しゃ;1627;99.93164382;0.00056493;N2;48;K;p4
1687;旧;old times,old things,old friend,former,ex-;ふるい;きゅう;1627;99.93220875;0.00056493;N5;3;K;p4
1688;旬;decameron,ten-day period,season (for specific products);;じゅん;1627;99.93277368;0.00056493;;-1;K;p4
1689;晶;sparkle,clear,crystal;;しょう;1627;99.93333861;0.00056493;;-1;K;p4
1690;曹;office,official,comrade,fellow;;そう;1627;99.93390353;0.00056493;;-1;K;p4
1691;朕;majestic plural,imperial we;;ちん;1627;99.93446846;0.00056493;;-1;K;p4
1692;朴;crude,simple,plain,docile;ほう;ぼく;1627;99.93503339;0.00056493;;-1;K;p4
1693;杏;apricot;あんず;きょう;1627;99.93559831;0.00056493;;-1;K;p4
1694;枠;frame,framework,spindle,spool,bounding-box,(kokuji);わく;;1627;99.93616324;0.00056493;N1;39;K;p4
1695;枯;wither,die,dry up,be seasoned;かれる;こ;1627;99.93672817;0.00056493;N2;51;K;p4
1696;柱;pillar,post,cylinder,support;はしら;ちゅう;1627;99.9372931;0.00056493;N1;40;K;p4
1697;柳;willow;やなぎ;りゅう;1627;99.93785802;0.00056493;;-1;K;p4
1698;椅;chair;;い;1627;99.93842295;0.00056493;N5;46;K;p4
1699;椎;chinquapin,mallet,spine;つち;つい;1627;99.93898788;0.00056493;;-1;K;p4
1700;楯;shield,buckler,pretext;たて;じゅん;1627;99.9395528;0.00056493;N1;48;K;p4
1701;概;outline,condition,approximation,generally;おおむね;がい;1627;99.94011773;0.00056493;N1;49;K;p4
1702;槽;vat,tub,tank;ふね;そう;1627;99.94068266;0.00056493;N4;45;K;p4
1703;歪;warp,bend,strained,distort;いがむ;わい;1627;99.94124758;0.00056493;;-1;K;p4
1704;殻;husk,nut shell;から;かく;1627;99.94181251;0.00056493;N2;58;K;p4
1705;沽;"price,buying &amp; selling";あたい;こ;1627;99.94237744;0.00056493;;-1;K;p4
1706;洒;wash,sprinkle;すすぐ;しゃ;1627;99.94294237;0.00056493;;-1;K;p4
1707;洞;den,cave,excavation;ほら;どう;1627;99.94350729;0.00056493;;-1;K;p4
1708;洪;deluge,flood,vast;;こう;1627;99.94407222;0.00056493;N1;56;K;p4
1709;淵;abyss,edge,deep pool,the depths;ふち;えん;1627;99.94463715;0.00056493;;-1;K;p4
1710;渇;thirst,dry up,parch;かわく;かつ;1627;99.94520207;0.00056493;N2;30;K;p4
1711;港;harbor;みなと;こう;1627;99.945767;0.00056493;N4;12;K;p4
1712;渾;all,turbidity;すべて;こん;1627;99.94633193;0.00056493;N3;6;K;p4
1713;滴;drip,drop;しずく;てき;1627;99.94689686;0.00056493;;-1;K;p4
1714;漫;cartoon,involuntarily,unrestrained,in spite of oneself,corrupt;みだりに;まん;1627;99.94746178;0.00056493;N4;50;K;p4
1715;潔;undefiled,pure,clean,righteous,gallant;いさぎよい;けつ;1627;99.94802671;0.00056493;;-1;K;p4
1716;潤;wet,be watered,profit by,receive benefits,favor,charm,steep;うるおう;じゅん;1627;99.94859164;0.00056493;N1;49;K;p4
1717;瀕;shore,brink,verge;ほとり;ひん;1627;99.94915656;0.00056493;;-1;K;p4
1718;灰;ashes,puckery juice,cremate;はい;かい;1627;99.94972149;0.00056493;N3;33;K;p4
1719;灸;moxa cautery,chastisement;やいと;きゅう;1627;99.95028642;0.00056493;;-1;K;p4
1720;焚;burn,kindle,build a fire,boil,cook;たく;ふん;1627;99.95085135;0.00056493;N4;18;K;p4
1721;猛;fierce,rave,rush,become furious,wildness,strength;;もう;1627;99.95141627;0.00056493;N1;29;K;p4
1722;獄;prison,jail;;ごく;1627;99.9519812;0.00056493;;-1;K;p4
1723;甦;be resuscitated,revived;よみがえる;そ;1627;99.95254613;0.00056493;;-1;K;p4
1724;畜;livestock,domestic fowl and animals;;ちく;1627;99.95311105;0.00056493;N1;48;K;p4
1725;痕;mark,foot print;あと;こん;1627;99.95367598;0.00056493;N3;37;K;p4
1726;痴;stupid,foolish;しれる;ち;1627;99.95424091;0.00056493;;-1;K;p4
1727;痺;palsy,become numb,paralysed;しびれる;ひ;1627;99.95480583;0.00056493;;-1;K;p4
1728;盲;blind,blind man,ignoramus;めくら;もう;1627;99.95537076;0.00056493;N1;57;K;p4
1729;睨;glaring at,authority,power,scowl at;にらむ;げい;1627;99.95593569;0.00056493;;-1;K;p4
1730;矢;dart,arrow;や;し;1627;99.95650062;0.00056493;N1;3;K;p4
1731;研;polish,study of,sharpen;とぐ;けん;1627;99.95706554;0.00056493;N4;8;K;p4
1732;碧;blue,green;;へき;1627;99.95763047;0.00056493;N5;5;K;p4
1733;磔;crucifixion;さく;たく;1627;99.9581954;0.00056493;;-1;K;p4
1734;祷;pray;いのる;とう;1627;99.95876032;0.00056493;N4;18;K;p4
1735;穫;harvest,reap;;かく;1627;99.95932525;0.00056493;;-1;K;p4
1736;窃;stealth,steal,secret,private,hushed;ぬすむ;せつ;1627;99.95989018;0.00056493;N1;32;K;p4
1737;窟;cavern;いわや;くつ;1627;99.96045511;0.00056493;;-1;K;p4
1738;笹;bamboo grass,(kokuji);ささ;;1627;99.96102003;0.00056493;;-1;K;p4
1739;策;scheme,plan,policy,step,means;;さく;1627;99.96158496;0.00056493;N1;22;K;p4
1740;箸;chopsticks;はし;ちょ;1627;99.96214989;0.00056493;N5;47;K;p4
1741;篤;fervent,kind,cordial,serious,deliberate;あつい;とく;1627;99.96271481;0.00056493;N5;20;K;p4
1742;籍;enroll,domiciliary register,membership;;せき;1627;99.96327974;0.00056493;;-1;K;p4
1743;粒;grains,drop,counter for tiny particles;つぶ;りゅう;1627;99.96384467;0.00056493;N2;44;K;p4
1744;粛;solemn,quietly,softly;つつしむ;しゅく;1627;99.96440959;0.00056493;;-1;K;p4
1745;糧;provisions,food,bread;かて;りょう;1627;99.96497452;0.00056493;;-1;K;p4
1746;総;general,whole,all,full,total;すべて;そう;1627;99.96553945;0.00056493;N3;6;K;p4
1747;缶;tin can,container,jar radical (no. 121);かま;かん;1627;99.96610438;0.00056493;N3;44;K;p4
1748;羊;sheep;ひつじ;よう;1627;99.9666693;0.00056493;N2;6;K;p4
1749;翌;the following,next;;よく;1627;99.96723423;0.00056493;;-1;K;p4
1750;股;thigh,crotch;また;こ;1627;99.96779916;0.00056493;;-1;K;p4
1751;肢;"limb,arms &amp; legs";;し;1627;99.96836408;0.00056493;N5;4;K;p4
1752;肥;fertilizer,get fat,fertile,manure,pamper;こえる;ひ;1627;99.96892901;0.00056493;N4;3;K;p4
1753;肪;obese,fat;;ぼう;1627;99.96949394;0.00056493;;-1;K;p4
1754;肯;agreement,consent,comply with;がえんじる;こう;1627;99.97005887;0.00056493;N2;51;K;p4
1755;胡;barbarian,foreign;なんぞ;う;1627;99.97062379;0.00056493;;-1;K;p4
1756;脊;stature,height;せ;せき;1627;99.97118872;0.00056493;N5;30;K;p4
1757;膜;membrane;;まく;1627;99.97175365;0.00056493;N1;57;K;p4
1758;舌;tongue,reed,clapper;した;ぜつ;1627;99.97231857;0.00056493;N3;19;K;p4
1759;舐;lick,lap up,burn up,taste,undergo,underrate,despise;ねぶる;し;1627;99.9728835;0.00056493;;-1;K;p4
1760;船;ship,boat;ふね;せん;1627;99.97344843;0.00056493;N4;45;K;p4
1761;芋;potato;いも;う;1627;99.97401335;0.00056493;;-1;K;p4
1762;葦;reed,bullrush;あし;い;1627;99.97457828;0.00056493;;-1;K;p4
1763;葬;interment,bury,shelve;ほうむる;そう;1627;99.97514321;0.00056493;N2;37;K;p4
1764;蔑;ignore,despise,neglect,ridicule;ないがしろ;べつ;1627;99.97570814;0.00056493;;-1;K;p4
1765;蘇;be resuscitated,revived,perilla,shiso;よみがえる;そ;1627;99.97627306;0.00056493;;-1;K;p4
1766;蛍;lightning-bug,firefly;ほたる;けい;1627;99.97683799;0.00056493;;-1;K;p4
1767;蛙;frog;かえる;あ;1627;99.97740292;0.00056493;;-1;K;p4
1768;蛮;barbarian;えびす;ばん;1627;99.97796784;0.00056493;;-1;K;p4
1769;袖;sleeve,wing (building),extension,give cold shoulder;そで;しゅう;1627;99.97853277;0.00056493;;-1;K;p4
1770;裸;naked,nude,uncovered,partially clothed;はだか;ら;1627;99.9790977;0.00056493;N3;45;K;p4
1771;裾;cuff,hem,foot of mountain;すそ;きょ;1627;99.97966263;0.00056493;;-1;K;p4
1772;褄;skirt,(kokuji);つま;;1627;99.98022755;0.00056493;;-1;K;p4
1773;訝;doubt;いぶかる;が;1627;99.98079248;0.00056493;;-1;K;p4
1774;訣;separation,part,secret;わかれ;けつ;1627;99.98135741;0.00056493;;-1;K;p4
1775;詫;apologize;わび;た;1627;99.98192233;0.00056493;;-1;K;p4
1776;諺;proverb;ことわざ;げん;1627;99.98248726;0.00056493;;-1;K;p4
1777;貞;upright,chastity,constancy,righteousness;ただしい;てい;1627;99.98305219;0.00056493;;-1;K;p4
1778;財;property,money,wealth,assets;たから;ざい;1627;99.98361712;0.00056493;N3;4;K;p4
1779;赴;proceed,get,become,tend;おもむく;ふ;1627;99.98418204;0.00056493;N1;55;K;p4
1780;跳;hop,leap up,spring,jerk,prance,buck,splash,sputter,snap;はねる;ちょう;1627;99.98474697;0.00056493;N5;20;K;p4
1781;践;tread,step on,trample,practice,carry through;ふむ;せん;1627;99.9853119;0.00056493;N4;36;K;p4
1782;軟;soft;やわらか;なん;1627;99.98587682;0.00056493;N4;43;K;p4
1783;輸;transport,send,be inferior;;ゆ;1627;99.98644175;0.00056493;N3;26;K;p4
1784;辱;embarrass,humiliate,shame;はずかしめる;じょく;1627;99.98700668;0.00056493;N1;35;K;p4
1785;辻;crossing,crossroad,street corners,(kokuji);つじ;;1627;99.9875716;0.00056493;;-1;K;p4
1786;迅;swift,fast;;じん;1627;99.98813653;0.00056493;N1;48;K;p4
1787;逞;sturdy,brawny,bold;たくましい;てい;1627;99.98870146;0.00056493;;-1;K;p4
1788;遍;everywhere,times,widely,generally;あまねく;へん;1627;99.98926639;0.00056493;;-1;K;p4
1789;邸;residence,mansion;やしき;てい;1627;99.98983131;0.00056493;N1;40;K;p4
1790;酬;repay,reward,retribution;むくいる;しゅう;1627;99.99039624;0.00056493;;-1;K;p4
1791;酵;fermentation;;こう;1627;99.99096117;0.00056493;;-1;K;p4
1792;醇;pure sake,purity,affection;もっぱら;じゅん;1627;99.99152609;0.00056493;;-1;K;p4
1793;醜;ugly,unclean,shame,bad looking;みにくい;しゅう;1627;99.99209102;0.00056493;N2;60;K;p4
1794;釈;explanation;とく;しゃく;1627;99.99265595;0.00056493;;-1;K;p4
1795;鉛;lead;なまり;えん;1627;99.99322088;0.00056493;N1;26;K;p4
1796;銃;gun,arms;つつ;じゅう;1627;99.9937858;0.00056493;N3;39;K;p4
1797;錯;confused,mix,be in disorder;;さく;1627;99.99435073;0.00056493;N1;56;K;p4
1798;鎖;chain,irons,connection;くさり;さ;1627;99.99491566;0.00056493;N3;52;K;p4
1799;鎮;tranquilize,ancient peace-preservation centers;しずめる;ちん;1627;99.99548058;0.00056493;N2;57;K;p4
1800;隊;regiment,party,company,squad;;たい;1627;99.99604551;0.00056493;;-1;K;p4
1801;隔;isolate,alternate,distance,separate,gulf;へだてる;かく;1627;99.99661044;0.00056493;N2;49;K;p4
1802;雇;employ,hire;やとう;こ;1627;99.99717536;0.00056493;N3;39;K;p4
1803;霜;frost;しも;そう;1627;99.99774029;0.00056493;N3;48;K;p4
1804;項;paragraph,nape of neck,clause,item,term (expression);うなじ;こう;1627;99.99830522;0.00056493;N2;39;K;p4
1805;須;ought,by all means,necessarily;すべからく;す;1627;99.99887015;0.00056493;N4;42;K;p4
1806;飢;hungry,starve;うえる;き;1627;99.99943507;0.00056493;N2;48;K;p4
1807;鷹;hawk;たか;よう;1627;100.0;0.00056493;;-1;K;p4
